"","Country","FAO_CropName","servingSize_kg","Population","Amount_kg","source","FAO_CropID","GENuS_FoodName","GENuS_FoodID","Calories","Protein","Fat","Carbohydrates","Vitamin.C","Vitamin.A","Folate","Calcium","Iron","Zinc","Potassium","Dietary.Fiber","Copper","Sodium","Phosphorus","Thiamin","Riboflavin","Niacin","B6","Choline","Magnesium","Manganese","Saturated.FA","Monounsaturated.FA","Polyunsaturated.FA","Omega.3..USDA.only.","B12..USDA.only.","Water.moisture","Ash","Refuse"
"1","Tuvalu","Vegetables, fresh nes",0.075156077445368,11508,2000,"Import_kg",463,"Vegetables; fresh; nes",101,10.94,737.93,154.38,1849.01,10.97,0,0,45.78,0.95,0.13,90.14,1093.36,0,10.98,18.28,0,0,0.24,0,5.05,11.89,0.15,15.84,15.14,30.18,0,0,19.6,0.38,5.79
